name,year,city,region,cuisine,price,url,stars,price_ordinal,price_mean,cuisine_original,major_city,stars_n,Review_rating,Review_count
kwonsooksoo,2019,Seoul,South Korea,korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/kwonsooksoo,2 stars,3,62.5,korean,Seoul,2,,
kyo ya,2019,New York,New York City,japanese,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kyo-ya,1 star,3,62.5,japanese,New York,1,,
l'amitié,2019,Seoul,South Korea,french,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/l-amitie,1 star,3,62.5,french,Seoul,1,,
l'appart,2019,New York,New York City,french,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-appart,1 star,4,100.0,french,New York,1,,
l'atelier de joël robuchon,2019,Taipei,Taipei,french,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/l-atelier-de-joel-robuchon550759,1 star,3,62.5,french contemporary,Taipei,1,,
l'atelier de joël robuchon,2019,Hong Kong,Hong Kong,french,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/l-atelier-de-joel-robuchon,3 stars,4,100.0,french contemporary,Hong Kong,3,,
l'atelier de joël robuchon,2019,New York,New York City,french,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-atelier-de-joel-robuchon562505,2 stars,4,100.0,french,New York,2,,
l'ecrivain,2019,City Centre,Ireland,international cuisine,$$$,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/l-ecrivain,1 star,3,62.5,modern cuisine,City Centre,1,,
l'enclume,2019,Cartmel,United Kingdom,creative,$$$$,https://guide.michelin.com/gb/en/cumbria/cartmel/restaurant/l-enclume,2 stars,4,100.0,creative,Cartmel,2,,
l'ortolan,2019,Shinfield,United Kingdom,french,$$$,https://guide.michelin.com/gb/en/wokingham/shinfield/restaurant/l-ortolan,1 star,3,62.5,french,Shinfield,1,,
la dame de pic,2019,City Of London,United Kingdom,french,$$$,https://guide.michelin.com/gb/en/greater-london/city-of-london/restaurant/la-dame-de-pic,1 star,3,62.5,modern french,City Of London,1,,
la degustation bohême bourgeoise,2019,Praha,Czech Republic,international cuisine,$$$$,https://guide.michelin.com/cz/en/prague/praha/restaurant/la-degustation-boheme-bourgeoise,1 star,4,100.0,modern cuisine,Praha,1,,
la toque,2019,San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/la-toque,1 star,4,100.0,contemporary,San Francisco,1,,
la trompette,2019,Chiswick,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/greater-london/chiswick/restaurant/la-trompette,1 star,3,62.5,modern british,Chiswick,1,,
la yeon,2019,Seoul,South Korea,korean,$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/la-yeon,3 stars,4,100.0,korean,Seoul,3,,
labyrinth,2018,Singapore,Singapore,international cuisine,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/labyrinth,1 star,2,37.5,innovative,Singapore,1,,
lady helen,2019,Baile Mhic Andáin Thomastown,Ireland,international cuisine,$$$,https://guide.michelin.com/ie/en/kilkenny/baile-mhic-andain-thomastown/restaurant/lady-helen,1 star,3,62.5,modern cuisine,Baile Mhic Andáin Thomastown,1,,
lai heen,2019,Macau,Macau,chinese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/lai-heen,1 star,2,37.5,cantonese,Macau,1,,
lasai,2019,Rio De Janeiro,Rio de Janeiro,international cuisine,$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/lasai,1 star,4,100.0,modern,Rio De Janeiro,1,,
lazy bear,2019,San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/lazy-bear,2 stars,4,100.0,contemporary,San Francisco,2,,
le bernardin,2019,New York,New York City,seafood,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-bernardin,3 stars,4,100.0,seafood,New York,3,,
le champignon sauvage,2019,Cheltenham,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/gloucestershire/cheltenham/restaurant/le-champignon-sauvage,1 star,3,62.5,modern cuisine,Cheltenham,1,,
le ciel by toni mörwald,2019,Wien,Austria,international cuisine,$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/le-ciel-by-toni-morwald,1 star,4,100.0,classic cuisine,Wien,1,,
le comptoir,2019,Los Angeles,California,american,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/le-comptoir,1 star,4,100.0,californian,Los Angeles,1,,
le coucou,2019,New York,New York City,french,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-coucou,1 star,3,62.5,french,New York,1,,
le du,2019,Bangkok,Thailand,other asian,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-du,1 star,4,100.0,thai,Bangkok,1,,
le gavroche,2019,Mayfair,United Kingdom,french,$$$$,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/le-gavroche,2 stars,4,100.0,french,Mayfair,2,,
le grill de joël robuchon,2019,New York,New York City,french,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-grill-de-joel-robuchon,1 star,4,100.0,french,New York,1,,
le normandie,2019,Bangkok,Thailand,french,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-normandie,2 stars,4,100.0,french contemporary,Bangkok,2,,
le palais,2019,Taipei,Taipei,chinese,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/le-palais,3 stars,2,37.5,cantonese,Taipei,3,,
ledbury,2019,North Kensington,United Kingdom,international cuisine,$$$$,https://guide.michelin.com/gb/en/greater-london/north-kensington/restaurant/ledbury,2 stars,4,100.0,modern cuisine,North Kensington,2,,
lee jong kuk 104,2019,Seoul,South Korea,korean,$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/lee-jong-kuk-104,1 star,4,100.0,korean,Seoul,1,,
lei garden,2018,Singapore,Singapore,chinese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/lei-garden501509,1 star,1,20.0,cantonese,Singapore,1,,
lei garden (kwun tong),2019,Hong Kong,Hong Kong,chinese,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lei-garden-kwun-tong,1 star,1,20.0,cantonese,Hong Kong,1,,
lei garden (mong kok),2019,Hong Kong,Hong Kong,chinese,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lei-garden-mong-kok,1 star,1,20.0,cantonese,Hong Kong,1,,
leroy,2019,Shoreditch,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/leroy,1 star,3,62.5,modern british,Shoreditch,1,,
les amis,2018,Singapore,Singapore,french,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/les-amis,2 stars,3,62.5,french,Singapore,2,,
liao fan hong kong soya sauce chicken rice & noodle,2018,Singapore,Singapore,international cuisine,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/liao-fan-hong-kong-soya-sauce-chicken-rice-noodle,1 star,1,20.0,street food,Singapore,1,,
loaf on,2019,Hong Kong,Hong Kong,chinese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/loaf-on,1 star,2,37.5,cantonese,Hong Kong,1,,
loam,2019,Gaillimh Galway,Ireland,creative,$$$,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/loam,1 star,3,62.5,creative,Gaillimh Galway,1,,
locanda locatelli,2019,Marylebone,United Kingdom,italian,$$$,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/locanda-locatelli,1 star,3,62.5,italian,Marylebone,1,,
loch bay,2019,Waternish,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/highland/waternish/restaurant/loch-bay,1 star,3,62.5,modern cuisine,Waternish,1,,
logy,2019,Taipei,Taipei,other asian,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/logy,1 star,4,100.0,asian contemporary,Taipei,1,,
longtail,2019,Taipei,Taipei,international cuisine,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/longtail,1 star,2,37.5,innovative,Taipei,1,,
lord stanley,2019,San Francisco,California,american,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/lord-stanley,1 star,3,62.5,californian,San Francisco,1,,
luce,2019,San Francisco,California,contemporary,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/luce,1 star,3,62.5,contemporary,San Francisco,1,,
lung king heen,2019,Hong Kong,Hong Kong,chinese,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lung-king-heen,3 stars,4,100.0,cantonese,Hong Kong,3,,
lyle's,2019,Shoreditch,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/lyle-s,1 star,3,62.5,modern british,Shoreditch,1,,
lympstone manor,2019,Lympstone,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/devon/lympstone/restaurant/lympstone-manor,1 star,3,62.5,modern cuisine,Lympstone,1,,
ma cuisine,2018,Singapore,Singapore,french,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/ma-cuisine,1 star,1,20.0,french,Singapore,1,,
maaemo,2019,Oslo,Norway,international cuisine,$$$$,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/maaemo,3 stars,4,100.0,modern cuisine,Oslo,3,,
madcap,2019,San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/madcap,1 star,4,100.0,contemporary,San Francisco,1,,
madera,2019,San Francisco,California,contemporary,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/madera,1 star,3,62.5,contemporary,San Francisco,1,,
madrona manor,2019,San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/madrona-manor,1 star,4,100.0,contemporary,San Francisco,1,,
man wah,2019,Hong Kong,Hong Kong,chinese,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/man-wah,1 star,4,100.0,cantonese,Hong Kong,1,,
mandarin grill + bar,2019,Hong Kong,Hong Kong,other european,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/mandarin-grill-bar,1 star,4,100.0,european contemporary,Hong Kong,1,,
manresa,2019,South San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/manresa,3 stars,4,100.0,contemporary,South San Francisco,3,,
maní,2019,São Paulo,Sao Paulo,creative,$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/mani,1 star,4,100.0,creative,São Paulo,1,,
marchal,2019,København,Denmark,international cuisine,$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/marchal,1 star,2,37.5,modern cuisine,København,1,,
marcus,2019,Belgravia,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/marcus,1 star,3,62.5,modern cuisine,Belgravia,1,,
marea,2019,New York,New York City,seafood,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/marea,2 stars,4,100.0,seafood,New York,2,,
martin wishart,2019,Leith,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/martin-wishart,1 star,3,62.5,modern cuisine,Leith,1,,
masa,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/masa,3 stars,4,100.0,japanese,New York,3,,
masons arms,2019,Knowstone,United Kingdom,french,$$$,https://guide.michelin.com/gb/en/devon/knowstone/restaurant/masons-arms,1 star,3,62.5,classic french,Knowstone,1,,
masseria,2019,"Washington, D.C.",Washington DC,italian,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/masseria,1 star,3,62.5,italian,"Washington, D.C.",1,,
mathias dahlgren-matbaren,2019,Stockholm,Sweden,international cuisine,$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/mathias-dahlgren-matbaren,1 star,2,37.5,modern cuisine,Stockholm,1,,
matt worswick at the latymer,2019,Bagshot,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/surrey/bagshot/restaurant/matt-worswick-at-the-latymer,1 star,3,62.5,modern cuisine,Bagshot,1,,
maude,2019,Los Angeles,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/maude,1 star,4,100.0,contemporary,Los Angeles,1,,
maum,2019,South San Francisco,California,korean,$$$$,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/maum,1 star,4,100.0,korean,South San Francisco,1,,
meadowsweet,2019,New York,New York City,other european,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/meadowsweet,1 star,3,62.5,mediterranean,New York,1,,
mee,2019,Rio De Janeiro,Rio de Janeiro,other asian,$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/mee,1 star,4,100.0,asian influences,Rio De Janeiro,1,,
meta,2018,Singapore,Singapore,international cuisine,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/meta,1 star,2,37.5,innovative,Singapore,1,,
methavalai sorndaeng,2019,Bangkok,Thailand,other asian,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/methavalai-sorndaeng,1 star,2,37.5,thai,Bangkok,1,,
mews,2019,Baltimore,Ireland,international cuisine,$$$,https://guide.michelin.com/ie/en/cork/ie-baltimore/restaurant/mews,1 star,3,62.5,modern cuisine,Baltimore,1,,
mezzaluna,2019,Bangkok,Thailand,international cuisine,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/mezzaluna,2 stars,4,100.0,innovative,Bangkok,2,,
me‚mu,2019,Vejle,Denmark,international cuisine,$$$,https://guide.michelin.com/dk/en/vejle/restaurant/me%E2%80%9Amu,1 star,3,62.5,modern cuisine,Vejle,1,,
michael mina,2019,San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/michael-mina,1 star,4,100.0,contemporary,San Francisco,1,,
midsummer house,2019,Cambridge,United Kingdom,international cuisine,$$$$,https://guide.michelin.com/gb/en/cambridgeshire/cambridge/restaurant/midsummer-house,2 stars,4,100.0,modern cuisine,Cambridge,2,,
ming court,2019,Hong Kong,Hong Kong,chinese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ming-court,1 star,3,62.5,cantonese,Hong Kong,1,,
ming fu,2019,Taipei,Taipei,other asian,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ming-fu,1 star,3,62.5,taiwanese,Taipei,1,,
mingles,2019,Seoul,South Korea,korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/mingles,2 stars,3,62.5,korean contemporary,Seoul,2,,
minibar,2019,"Washington, D.C.",Washington DC,contemporary,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/minibar,2 stars,4,100.0,contemporary,"Washington, D.C.",2,,
mister jiu's,2019,San Francisco,California,chinese,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/mister-jius,1 star,3,62.5,chinese,San Francisco,1,,
mizumi (macau),2019,Macau,Macau,japanese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/mizumi-macau,2 stars,2,37.5,japanese,Macau,2,,
monte,2019,Rovinj,Croatia,creative,$$$$,https://guide.michelin.com/hr/en/istria/rovinj/restaurant/monte,1 star,4,100.0,creative,Rovinj,1,,
moor hall,2019,Aughton,United Kingdom,british,$$$$,https://guide.michelin.com/gb/en/lancashire/aughton/restaurant/moor-hall,2 stars,4,100.0,modern british,Aughton,2,,
mori sushi,2019,Los Angeles,California,japanese,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/mori-sushi,1 star,4,100.0,japanese,Los Angeles,1,,
morston hall,2019,Morston,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/norfolk/morston/restaurant/morston-hall,1 star,3,62.5,modern british,Morston,1,,
mosu,2019,Seoul,South Korea,international cuisine,$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/mosu,1 star,4,100.0,innovative,Seoul,1,,
mountain and sea house,2019,Taipei,Taipei,other asian,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mountain-and-sea-house,1 star,2,37.5,taiwanese,Taipei,1,,
mourad,2019,San Francisco,California,moroccan,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/mourad,1 star,3,62.5,moroccan,San Francisco,1,,
mraz & sohn,2019,Wien,Austria,creative,$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/mraz-sohn,2 stars,4,100.0,creative,Wien,2,,
mume,2019,Taipei,Taipei,other european,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mume,1 star,3,62.5,european contemporary,Taipei,1,,
muoki,2019,Seoul,South Korea,international cuisine,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/muoki,1 star,3,62.5,innovative,Seoul,1,,
murano,2019,Mayfair,United Kingdom,italian,$$$,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/murano,1 star,3,62.5,italian,Mayfair,1,,
métier,2019,"Washington, D.C.",Washington DC,contemporary,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/metier,1 star,4,100.0,contemporary,"Washington, D.C.",1,,
n/naka,2019,Los Angeles,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/n-naka,2 stars,4,100.0,contemporary,Los Angeles,2,,
nahm,2019,Bangkok,Thailand,other asian,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/nahm,1 star,3,62.5,thai,Bangkok,1,,
new punjab club,2019,Hong Kong,Hong Kong,indian,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/new-punjab-club,1 star,2,37.5,indian,Hong Kong,1,,
nico,2019,San Francisco,California,contemporary,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/nico,1 star,3,62.5,contemporary,San Francisco,1,,
nix,2019,New York,New York City,vegetarian,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nix,1 star,3,62.5,vegetarian,New York,1,,
noda,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/noda,1 star,4,100.0,japanese,New York,1,,
noel,2019,Zagreb,Croatia,international cuisine,$$$$,https://guide.michelin.com/hr/en/zagreb-region/zagreb/restaurant/noel,1 star,4,100.0,modern cuisine,Zagreb,1,,
noma,2019,København,Denmark,creative,$$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/noma,2 stars,4,100.0,creative,København,2,,
nomad,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nomad,1 star,4,100.0,contemporary,New York,1,,
north pond,2019,Chicago,Chicago,contemporary,$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/north-pond,1 star,3,62.5,contemporary,Chicago,1,,
northcote,2019,Langho,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/lancashire/langho/restaurant/northcote,1 star,3,62.5,modern british,Langho,1,,
nouri,2018,Singapore,Singapore,international cuisine,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/nouri,1 star,1,20.0,innovative,Singapore,1,,
nozawa bar,2019,Los Angeles,California,japanese,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/nozawa-bar,1 star,4,100.0,japanese,Los Angeles,1,,
number one,2019,Edinburgh,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/number-one,1 star,3,62.5,modern cuisine,Edinburgh,1,,
nut tree,2019,Murcott,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/oxfordshire/murcott/restaurant/nut-tree,1 star,3,62.5,traditional british,Murcott,1,,
oaxen krog,2019,Stockholm,Sweden,creative,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/oaxen-krog,2 stars,4,100.0,creative,Stockholm,2,,
octavia,2019,San Francisco,California,american,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/octavia,1 star,3,62.5,californian,San Francisco,1,,
octavium,2019,Hong Kong,Hong Kong,italian,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/octavium,1 star,3,62.5,italian,Hong Kong,1,,
odette,2018,Singapore,Singapore,french,$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/odette,2 stars,4,100.0,french contemporary,Singapore,2,,
okuda,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/okuda,1 star,4,100.0,japanese,New York,1,,
olive tree,2019,Bath,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/bath-and-north-east-somerset/bath/restaurant/olive-tree,1 star,3,62.5,modern cuisine,Bath,1,,
olo,2019,Helsingfors   Helsinki,Finland,international cuisine,$$$,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/olo,1 star,3,62.5,modern cuisine,Helsingfors   Helsinki,1,,
olympe,2019,Rio De Janeiro,Rio de Janeiro,french,$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/olympe,1 star,4,100.0,french,Rio De Janeiro,1,,
omakase,2019,San Francisco,California,japanese,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/omakase,1 star,4,100.0,japanese,San Francisco,1,,
onyx,2019,Budapest,Hungary,international cuisine,$$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/onyx,2 stars,4,100.0,modern cuisine,Budapest,2,,
operakällaren,2019,Stockholm,Sweden,international cuisine,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/operakallaren,1 star,4,100.0,classic cuisine,Stockholm,1,,
ora,2019,Helsingfors   Helsinki,Finland,international cuisine,$$$,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/ora,1 star,3,62.5,modern cuisine,Helsingfors   Helsinki,1,,
oriole,2019,Chicago,Chicago,contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/oriole,2 stars,4,100.0,contemporary,Chicago,2,,
oro,2019,Rio De Janeiro,Rio de Janeiro,creative,$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oro,2 stars,4,100.0,creative,Rio De Janeiro,2,,
orsa & winston,2019,Los Angeles,California,other asian,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/orsa-winston,1 star,4,100.0,fusion,Los Angeles,1,,
osteria mozza,2019,Los Angeles,California,italian,$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/osteria-mozza,1 star,3,62.5,italian,Los Angeles,1,,
oteque,2019,Rio De Janeiro,Rio de Janeiro,international cuisine,$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oteque,1 star,4,100.0,modern,Rio De Janeiro,1,,
outlaw's fish kitchen,2019,Port Isaac,United Kingdom,seafood,$$$,https://guide.michelin.com/gb/en/cornwall/port-isaac/restaurant/outlaw-s-fish-kitchen,1 star,3,62.5,seafood,Port Isaac,1,,
ox,2019,Belfast,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/ox399109,1 star,3,62.5,modern british,Belfast,1,,
oxford kitchen,2019,Oxford,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/oxfordshire/oxford/restaurant/oxford-kitchen,1 star,3,62.5,modern british,Oxford,1,,
oxomoco,2019,New York,New York City,mexican,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/oxomoco,1 star,3,62.5,mexican,New York,1,,
paco tapas,2019,Bristol,United Kingdom,spanish,$$$,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/paco-tapas,1 star,3,62.5,spanish,Bristol,1,,
palace,2019,Helsingfors   Helsinki,Finland,international cuisine,$$$,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/palace,1 star,3,62.5,modern cuisine,Helsingfors   Helsinki,1,,
pang's kitchen,2019,Hong Kong,Hong Kong,chinese,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/pang-s-kitchen,1 star,1,20.0,cantonese,Hong Kong,1,,
parachute,2019,Chicago,Chicago,other asian,$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/parachute,1 star,2,37.5,fusion,Chicago,1,,
paste,2019,Bangkok,Thailand,other asian,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/paste,1 star,3,62.5,thai,Bangkok,1,,
patrick guilbaud,2019,City Centre,Ireland,french,$$$$,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/patrick-guilbaud,2 stars,4,100.0,modern french,City Centre,2,,
paul ainsworth at no.6,2019,Padstow,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/cornwall/padstow/restaurant/paul-ainsworth-at-no-6,1 star,3,62.5,modern cuisine,Padstow,1,,
pearl dragon,2019,Macau,Macau,chinese,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/pearl-dragon,1 star,3,62.5,cantonese,Macau,1,,
peel's,2019,Hampton In Arden,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/west-midlands/hampton-in-arden/restaurant/peel-s,1 star,3,62.5,creative british,Hampton In Arden,1,,
pelegrini,2019,Šibenik,Croatia,international cuisine,$$$$,https://guide.michelin.com/hr/en/sibenik-knin/sibenik/restaurant/pelegrini,1 star,4,100.0,modern cuisine,Šibenik,1,,
per se,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/per-se,3 stars,4,100.0,contemporary,New York,3,4.5,2009.0
peter luger,2019,New York,New York City,american,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/peter-luger,1 star,4,100.0,steakhouse,New York,1,,
pfefferschiff,2019,Hallwang,Austria,international cuisine,$$$$,https://guide.michelin.com/at/en/salzburg-region/hallwang/restaurant/pfefferschiff,1 star,4,100.0,classic cuisine,Hallwang,1,,
picchi,2019,São Paulo,Sao Paulo,italian,$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/picchi,1 star,4,100.0,italian,São Paulo,1,,
pied à terre,2019,Bloomsbury,United Kingdom,creative,$$$,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/pied-a-terre,1 star,3,62.5,creative,Bloomsbury,1,,
pierre,2019,Hong Kong,Hong Kong,french,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/pierre,2 stars,4,100.0,french contemporary,Hong Kong,2,,
pineapple and pearls,2019,"Washington, D.C.",Washington DC,contemporary,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/pineapple-and-pearls,2 stars,4,100.0,contemporary,"Washington, D.C.",2,,
pipe and glass,2019,South Dalton,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/east-riding-of-yorkshire/south-dalton/restaurant/pipe-and-glass,1 star,3,62.5,modern british,South Dalton,1,,
plume,2019,"Washington, D.C.",Washington DC,other european,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/plume,1 star,4,100.0,european,"Washington, D.C.",1,,
plumed horse,2019,South San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/plumed-horse,1 star,4,100.0,contemporary,South San Francisco,1,,
