name,year,city,region,cuisine,price,url,stars,major_city
sushi ryu,2019,Taipei,Taipei,japanese,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-ryu,1 star,Taipei
mume,2019,Taipei,Taipei,other european,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mume,1 star,Taipei
impromptu by paul lee,2019,Taipei,Taipei,international cuisine,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/impromptu-by-paul-lee,1 star,Taipei
longtail,2019,Taipei,Taipei,international cuisine,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/longtail,1 star,Taipei
mountain and sea house,2019,Taipei,Taipei,other asian,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mountain-and-sea-house,1 star,Taipei
da san yuan,2019,Taipei,Taipei,chinese,$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-san-yuan,1 star,Taipei
tainan tan tsu mien seafood,2019,Taipei,Taipei,seafood,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tainan-tan-tsu-mien-seafood,1 star,Taipei
suan thip,2019,Bangkok,Thailand,other asian,$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suan-thip,1 star,Bangkok
upstairs at mikkeller,2019,Bangkok,Thailand,international cuisine,$$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/upstairs-at-mikkeller,1 star,Bangkok
chim by siam wisdom,2019,Bangkok,Thailand,other asian,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/chim-by-siam-wisdom,1 star,Bangkok
r-haan,2019,Bangkok,Thailand,other asian,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/r-haan,1 star,Bangkok
canvas,2019,Bangkok,Thailand,international cuisine,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/canvas566292,1 star,Bangkok
bo.lan,2019,Bangkok,Thailand,other asian,$$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/bo-lan,1 star,Bangkok
sra bua by kiin kiin,2019,Bangkok,Thailand,other asian,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sra-bua-by-kiin-kiin,1 star,Bangkok
elements,2019,Bangkok,Thailand,french,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/elements,1 star,Bangkok
paste,2019,Bangkok,Thailand,other asian,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/paste,1 star,Bangkok
ginza sushi ichi,2019,Bangkok,Thailand,japanese,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ginza-sushi-ichi,1 star,Bangkok
sorn,2019,Bangkok,Thailand,other asian,$$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sorn,1 star,Bangkok
savelberg,2019,Bangkok,Thailand,french,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/savelberg,1 star,Bangkok
saneh jaan,2019,Bangkok,Thailand,other asian,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saneh-jaan,1 star,Bangkok
gaa,2019,Bangkok,Thailand,international cuisine,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/gaa,1 star,Bangkok
methavalai sorndaeng,2019,Bangkok,Thailand,other asian,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/methavalai-sorndaeng,1 star,Bangkok
jay fai,2019,Bangkok,Thailand,international cuisine,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/jay-fai,1 star,Bangkok
nahm,2019,Bangkok,Thailand,other asian,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/nahm,1 star,Bangkok
j'aime by jean-michel lorain,2019,Bangkok,Thailand,french,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/j-aime-by-jean-michel-lorain,1 star,Bangkok
saawaan,2019,Bangkok,Thailand,other asian,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saawaan,1 star,Bangkok
le du,2019,Bangkok,Thailand,other asian,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-du,1 star,Bangkok
ruean panya,2019,Bangkok,Thailand,other asian,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ruean-panya,1 star,Bangkok
pru,2019,Phuket,Thailand,international cuisine,$$$$$,https://guide.michelin.com/th/en/phuket-region/phuket/restaurant/pru,1 star,Phuket
blue duck tavern,2019,"Washington, D.C.",Washington DC,american,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/blue-duck-tavern,1 star,"Washington, D.C."
tail up goat,2019,"Washington, D.C.",Washington DC,contemporary,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/tail-up-goat,1 star,"Washington, D.C."
komi,2019,"Washington, D.C.",Washington DC,other european,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/komi,1 star,"Washington, D.C."
sushi taro,2019,"Washington, D.C.",Washington DC,japanese,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/sushi-taro,1 star,"Washington, D.C."
plume,2019,"Washington, D.C.",Washington DC,other european,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/plume,1 star,"Washington, D.C."
siren by rw,2019,"Washington, D.C.",Washington DC,seafood,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/siren-by-rw,1 star,"Washington, D.C."
bresca,2019,"Washington, D.C.",Washington DC,contemporary,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/bresca,1 star,"Washington, D.C."
the dabney,2019,"Washington, D.C.",Washington DC,american,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-dabney,1 star,"Washington, D.C."
métier,2019,"Washington, D.C.",Washington DC,contemporary,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/metier,1 star,"Washington, D.C."
kinship,2019,"Washington, D.C.",Washington DC,contemporary,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/kinship,1 star,"Washington, D.C."
fiola,2019,"Washington, D.C.",Washington DC,italian,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/fiola,1 star,"Washington, D.C."
masseria,2019,"Washington, D.C.",Washington DC,italian,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/masseria,1 star,"Washington, D.C."
rose's luxury,2019,"Washington, D.C.",Washington DC,contemporary,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/rose-s-luxury,1 star,"Washington, D.C."
loch bay,2019,Waternish,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/highland/waternish/restaurant/loch-bay,1 star,Waternish
braidwoods,2019,Dalry,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/north-ayrshire/dalry/restaurant/braidwoods,1 star,Dalry
eipic,2019,Belfast,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/eipic,1 star,Belfast
ox,2019,Belfast,United Kingdom,british,,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/ox399109,1 star,Belfast
the peat inn,2019,Peat Inn,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/fife/peat-inn/restaurant/the-peat-inn,1 star,Peat Inn
kitchin,2019,Leith,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/kitchin,1 star,Leith
martin wishart,2019,Leith,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/martin-wishart,1 star,Leith
number one,2019,Edinburgh,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/number-one,1 star,Edinburgh
21212,2019,Edinburgh,United Kingdom,creative,,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/21212,1 star,Edinburgh
the cellar,2019,Anstruther,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/fife/anstruther/restaurant/the-cellar,1 star,Anstruther
forest side,2019,Grasmere,United Kingdom,british,,https://guide.michelin.com/gb/en/cumbria/grasmere/restaurant/forest-side,1 star,Grasmere
hrishi,2019,Bowness On Windermere,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/cumbria/bowness-on-windermere/restaurant/hrishi,1 star,Bowness On Windermere
rogan & co,2019,Cartmel,United Kingdom,british,,https://guide.michelin.com/gb/en/cumbria/cartmel/restaurant/rogan-co,1 star,Cartmel
house of tides,2019,Newcastle Upon Tyne,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/tyne-and-wear/newcastle-upon-tyne/restaurant/house-of-tides,1 star,Newcastle Upon Tyne
sosban & the old butchers,2019,Menai Bridge Porthaethwy,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/isle-of-anglesey/menai-bridge-porthaethwy/restaurant/sosban-the-old-butchers,1 star,Menai Bridge Porthaethwy
northcote,2019,Langho,United Kingdom,british,,https://guide.michelin.com/gb/en/lancashire/langho/restaurant/northcote,1 star,Langho
yorke arms,2019,Pateley Bridge,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/north-yorkshire/pateley-bridge/restaurant/yorke-arms,1 star,Pateley Bridge
fraiche,2019,Birkenhead,United Kingdom,creative,,https://guide.michelin.com/gb/en/merseyside/birkenhead/restaurant/fraiche,1 star,Birkenhead
white swan,2019,Fence,United Kingdom,british,,https://guide.michelin.com/gb/en/lancashire/fence/restaurant/white-swan,1 star,Fence
tyddyn llan,2019,Llandrillo,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/denbighshire/llandrillo/restaurant/tyddyn-llan,1 star,Llandrillo
ynyshir,2019,Machynlleth,United Kingdom,creative,,https://guide.michelin.com/gb/en/ceredigion/machynlleth/restaurant/ynyshir,1 star,Machynlleth
black swan,2019,Oldstead,United Kingdom,british,,https://guide.michelin.com/gb/en/north-yorkshire/oldstead/restaurant/black-swan,1 star,Oldstead
simon radley at chester grosvenor,2019,Chester,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/cheshire-west-and-chester/chester/restaurant/simon-radley-at-chester-grosvenor,1 star,Chester
star inn at harome,2019,Harome,United Kingdom,british,,https://guide.michelin.com/gb/en/north-yorkshire/harome/restaurant/star-inn-at-harome,1 star,Harome
the man behind the curtain,2019,Leeds,United Kingdom,creative,,https://guide.michelin.com/gb/en/kent/leeds/restaurant/the-man-behind-the-curtain,1 star,Leeds
the checkers,2019,Montgomery Trefaldwyn,United Kingdom,french,,https://guide.michelin.com/gb/en/powys/montgomery-trefaldwyn/restaurant/the-checkers,1 star,Montgomery Trefaldwyn
pipe and glass,2019,South Dalton,United Kingdom,british,,https://guide.michelin.com/gb/en/east-riding-of-yorkshire/south-dalton/restaurant/pipe-and-glass,1 star,South Dalton
fischer's at baslow hall,2019,Baslow,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/derbyshire/baslow/restaurant/fischer-s-at-baslow-hall,1 star,Baslow
winteringham fields,2019,Winteringham,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/north-lincolnshire/winteringham/restaurant/winteringham-fields,1 star,Winteringham
thomas carr @ the olive room,2019,Ilfracombe,United Kingdom,seafood,,https://guide.michelin.com/gb/en/devon/ilfracombe/restaurant/thomas-carr-the-olive-room,1 star,Ilfracombe
walnut tree,2019,Llanddewi Skirrid,United Kingdom,british,,https://guide.michelin.com/gb/en/monmouthshire/llanddewi-skirrid/restaurant/walnut-tree,1 star,Llanddewi Skirrid
paul ainsworth at no.6,2019,Padstow,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/cornwall/padstow/restaurant/paul-ainsworth-at-no-6,1 star,Padstow
simpsons,2019,Birmingham,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/simpsons,1 star,Birmingham
purnell's,2019,Birmingham,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/purnell-s,1 star,Birmingham
adam's,2019,Birmingham,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/adam-s,1 star,Birmingham
outlaw's fish kitchen,2019,Port Isaac,United Kingdom,seafood,,https://guide.michelin.com/gb/en/cornwall/port-isaac/restaurant/outlaw-s-fish-kitchen,1 star,Port Isaac
carters of moseley,2019,Birmingham,United Kingdom,british,,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/carters-of-moseley,1 star,Birmingham
peel's,2019,Hampton In Arden,United Kingdom,british,,https://guide.michelin.com/gb/en/west-midlands/hampton-in-arden/restaurant/peel-s,1 star,Hampton In Arden
john's house,2019,Mountsorrel,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/leicestershire/mountsorrel/restaurant/john-s-house,1 star,Mountsorrel
the whitebrook,2019,Whitebrook,United Kingdom,british,,https://guide.michelin.com/gb/en/monmouthshire/whitebrook/restaurant/the-whitebrook,1 star,Whitebrook
james sommerin,2019,Penarth,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/the-vale-of-glamorgan/penarth/restaurant/james-sommerin,1 star,Penarth
driftwood,2019,Portscatho,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/cornwall/portscatho/restaurant/driftwood,1 star,Portscatho
the cross at kenilworth,2019,Kenilworth,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/warwickshire/kenilworth/restaurant/the-cross-at-kenilworth,1 star,Kenilworth
masons arms,2019,Knowstone,United Kingdom,french,,https://guide.michelin.com/gb/en/devon/knowstone/restaurant/masons-arms,1 star,Knowstone
salt,2019,Stratford Upon Avon,United Kingdom,british,,https://guide.michelin.com/gb/en/warwickshire/stratford-upon-avon/restaurant/salt522869,1 star,Stratford Upon Avon
le champignon sauvage,2019,Cheltenham,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/gloucestershire/cheltenham/restaurant/le-champignon-sauvage,1 star,Cheltenham
gidleigh park,2019,Chagford,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/devon/chagford/restaurant/gidleigh-park,1 star,Chagford
hambleton hall,2019,Upper Hambleton,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/rutland/upper-hambleton/restaurant/hambleton-hall,1 star,Upper Hambleton
wilks,2019,Bristol,United Kingdom,british,,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/wilks,1 star,Bristol
bulrush,2019,Bristol,United Kingdom,british,,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/bulrush,1 star,Bristol
casamia,2019,Bristol,United Kingdom,creative,,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/casamia,1 star,Bristol
paco tapas,2019,Bristol,United Kingdom,spanish,,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/paco-tapas,1 star,Bristol
pony & trap,2019,Chew Magna,United Kingdom,british,,https://guide.michelin.com/gb/en/bath-and-north-east-somerset/chew-magna/restaurant/pony-trap,1 star,Chew Magna
the dining room,2019,Malmesbury,United Kingdom,other asian,,https://guide.michelin.com/gb/en/wiltshire/malmesbury/restaurant/the-dining-room193454,1 star,Malmesbury
bybrook,2019,Castle Combe,United Kingdom,british,,https://guide.michelin.com/gb/en/wiltshire/castle-combe/restaurant/bybrook,1 star,Castle Combe
restaurant hywel jones by lucknam park,2019,Colerne,United Kingdom,british,,https://guide.michelin.com/gb/en/wiltshire/colerne/restaurant/restaurant-hywel-jones-by-lucknam-park,1 star,Colerne
olive tree,2019,Bath,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/bath-and-north-east-somerset/bath/restaurant/olive-tree,1 star,Bath
lympstone manor,2019,Lympstone,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/devon/lympstone/restaurant/lympstone-manor,1 star,Lympstone
the neptune,2019,Hunstanton,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/norfolk/hunstanton/restaurant/the-neptune,1 star,Hunstanton
elephant,2019,Torquay,United Kingdom,british,,https://guide.michelin.com/gb/en/torbay/torquay/restaurant/elephant,1 star,Torquay
oxford kitchen,2019,Oxford,United Kingdom,british,,https://guide.michelin.com/gb/en/oxfordshire/oxford/restaurant/oxford-kitchen,1 star,Oxford
nut tree,2019,Murcott,United Kingdom,british,,https://guide.michelin.com/gb/en/oxfordshire/murcott/restaurant/nut-tree,1 star,Murcott
morston hall,2019,Morston,United Kingdom,british,,https://guide.michelin.com/gb/en/norfolk/morston/restaurant/morston-hall,1 star,Morston
red lion freehouse,2019,East Chisenbury,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/wiltshire/east-chisenbury/restaurant/red-lion-freehouse,1 star,East Chisenbury
blackbird,2019,Newbury,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/blackbird552018,1 star,Newbury
woodspeen,2019,Newbury,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/woodspeen,1 star,Newbury
the coach,2019,Marlow,United Kingdom,british,,https://guide.michelin.com/gb/en/buckinghamshire/marlow/restaurant/the-coach,1 star,Marlow
crown,2019,Burchett'S Green,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/windsor-and-maidenhead/burchett-s-green/restaurant/crown442549,1 star,Burchett'S Green
l'ortolan,2019,Shinfield,United Kingdom,french,,https://guide.michelin.com/gb/en/wokingham/shinfield/restaurant/l-ortolan,1 star,Shinfield
hinds head,2019,Bray,United Kingdom,british,,https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/hinds-head,1 star,Bray
black rat,2019,Winchester,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/hampshire/winchester/restaurant/black-rat,1 star,Winchester
matt worswick at the latymer,2019,Bagshot,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/surrey/bagshot/restaurant/matt-worswick-at-the-latymer,1 star,Bagshot
coworth park,2019,Ascot,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/windsor-and-maidenhead/ascot/restaurant/coworth-park,1 star,Ascot
tudor room,2019,Egham,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/surrey/egham/restaurant/tudor-room,1 star,Egham
the glasshouse,2019,Kew,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/greater-london/kew/restaurant/the-glasshouse,1 star,Kew
la trompette,2019,Chiswick,United Kingdom,british,,https://guide.michelin.com/gb/en/greater-london/chiswick/restaurant/la-trompette,1 star,Chiswick
tim allen's flitch of bacon,2019,Little Dunmow,United Kingdom,british,,https://guide.michelin.com/gb/en/essex/little-dunmow/restaurant/tim-allen-s-flitch-of-bacon,1 star,Little Dunmow
river café,2019,Hammersmith,United Kingdom,italian,,https://guide.michelin.com/gb/en/greater-london/hammersmith/restaurant/river-cafe,1 star,Hammersmith
kitchen w8,2019,Kensington,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/greater-london/kensington/restaurant/kitchen-w8,1 star,Kensington
trishna,2019,Marylebone,United Kingdom,indian,,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/trishna,1 star,Marylebone
roganic,2019,Marylebone,United Kingdom,british,,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/roganic,1 star,Marylebone
locanda locatelli,2019,Marylebone,United Kingdom,italian,,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/locanda-locatelli,1 star,Marylebone
texture,2019,Marylebone,United Kingdom,creative,,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/texture,1 star,Marylebone
portland,2019,Regent'S Park,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/greater-london/regent-s-park/restaurant/portland,1 star,Regent'S Park
harwood arms,2019,Fulham,United Kingdom,british,,https://guide.michelin.com/gb/en/greater-london/fulham/restaurant/harwood-arms,1 star,Fulham
pied à terre,2019,Bloomsbury,United Kingdom,creative,,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/pied-a-terre,1 star,Bloomsbury
the ninth,2019,Bloomsbury,United Kingdom,other european,,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/the-ninth,1 star,Bloomsbury
kai,2019,Mayfair,United Kingdom,chinese,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/kai123638,1 star,Mayfair
pollen street social,2019,Mayfair,United Kingdom,creative,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/pollen-street-social,1 star,Mayfair
hakkasan mayfair,2019,Mayfair,United Kingdom,chinese,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/hakkasan-mayfair,1 star,Mayfair
the square,2019,Mayfair,United Kingdom,french,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/the-square69391,1 star,Mayfair
alyn williams at the westbury,2019,Mayfair,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/alyn-williams-at-the-westbury,1 star,Mayfair
benares,2019,Mayfair,United Kingdom,indian,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/benares,1 star,Mayfair
hakkasan hanway place,2019,Bloomsbury,United Kingdom,chinese,,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/hakkasan-hanway-place,1 star,Bloomsbury
social eating house,2019,Soho,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/social-eating-house,1 star,Soho
galvin at windows,2019,Mayfair,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/galvin-at-windows,1 star,Mayfair
murano,2019,Mayfair,United Kingdom,italian,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/murano,1 star,Mayfair
marcus,2019,Belgravia,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/marcus,1 star,Belgravia
sabor,2019,Mayfair,United Kingdom,spanish,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/sabor,1 star,Mayfair
clock house,2019,Ripley,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/surrey/ripley/restaurant/clock-house,1 star,Ripley
yauatcha soho,2019,Soho,United Kingdom,chinese,,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/yauatcha-soho,1 star,Soho
céleste,2019,Belgravia,United Kingdom,french,,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/celeste,1 star,Belgravia
gymkhana,2019,Mayfair,United Kingdom,indian,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/gymkhana,1 star,Mayfair
amaya,2019,Belgravia,United Kingdom,indian,,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/amaya,1 star,Belgravia
pétrus,2019,Belgravia,United Kingdom,french,,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/petrus284688,1 star,Belgravia
veeraswamy,2019,Mayfair,United Kingdom,indian,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/veeraswamy,1 star,Mayfair
barrafina,2019,Soho,United Kingdom,spanish,,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/barrafina,1 star,Soho
hide,2019,Mayfair,United Kingdom,british,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/hide,1 star,Mayfair
ritz restaurant,2019,Westminster,United Kingdom,british,,https://guide.michelin.com/gb/en/greater-london/westminster/restaurant/ritz-restaurant,1 star,Westminster
elystan street,2019,Chelsea,United Kingdom,british,,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/elystan-street,1 star,Chelsea
seven park place,2019,Saint James'S,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/seven-park-place,1 star,Saint James'S
ikoyi,2019,Saint James'S,United Kingdom,creative,,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/ikoyi,1 star,Saint James'S
aquavit,2019,Saint James'S,United Kingdom,scandinavian,,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/aquavit501082,1 star,Saint James'S
five fields,2019,Chelsea,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/five-fields,1 star,Chelsea
dining room at the goring,2019,Victoria,United Kingdom,british,,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/dining-room-at-the-goring,1 star,Victoria
st john,2019,Clerkenwell,United Kingdom,british,,https://guide.michelin.com/gb/en/greater-london/clerkenwell/restaurant/st-john,1 star,Clerkenwell
quilon,2019,Victoria,United Kingdom,indian,,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/quilon,1 star,Victoria
club gascon,2019,London,United Kingdom,french,,https://guide.michelin.com/gb/en/greater-london/london/restaurant/club-gascon,1 star,London
a. wong,2019,Victoria,United Kingdom,chinese,,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/a-wong,1 star,Victoria
the clove club,2019,Shoreditch,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/the-clove-club,1 star,Shoreditch
leroy,2019,Shoreditch,United Kingdom,british,,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/leroy,1 star,Shoreditch
angler,2019,Finsbury,United Kingdom,seafood,,https://guide.michelin.com/gb/en/greater-london/finsbury/restaurant/angler392235,1 star,Finsbury
brat,2019,Shoreditch,United Kingdom,british,,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/brat,1 star,Shoreditch
lyle's,2019,Shoreditch,United Kingdom,british,,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/lyle-s,1 star,Shoreditch
galvin la chapelle,2019,Spitalfields,United Kingdom,french,,https://guide.michelin.com/gb/en/greater-london/spitalfields/restaurant/galvin-la-chapelle,1 star,Spitalfields
city social,2019,City Of London,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/greater-london/city-of-london/restaurant/city-social,1 star,City Of London
la dame de pic,2019,City Of London,United Kingdom,french,,https://guide.michelin.com/gb/en/greater-london/city-of-london/restaurant/la-dame-de-pic,1 star,City Of London
story,2019,Bermondsey,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/greater-london/bermondsey/restaurant/story,1 star,Bermondsey
trinity,2019,Clapham Common,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/greater-london/clapham-common/restaurant/trinity,1 star,Clapham Common
chez bruce,2019,Wandsworth,United Kingdom,french,,https://guide.michelin.com/gb/en/greater-london/wandsworth/restaurant/chez-bruce,1 star,Wandsworth
sorrel,2019,Dorking,United Kingdom,british,,https://guide.michelin.com/gb/en/surrey/dorking/restaurant/sorrel545459,1 star,Dorking
restaurant tristan,2019,Horsham,United Kingdom,british,,https://guide.michelin.com/gb/en/west-sussex/horsham/restaurant/restaurant-tristan,1 star,Horsham
gravetye manor,2019,Gravetye,United Kingdom,british,,https://guide.michelin.com/gb/en/west-sussex/gravetye/restaurant/gravetye-manor,1 star,Gravetye
the sportsman,2019,Seasalter,United Kingdom,british,,https://guide.michelin.com/gb/en/kent/seasalter/restaurant/the-sportsman,1 star,Seasalter
west house,2019,Biddenden,United Kingdom,british,,https://guide.michelin.com/gb/en/kent/biddenden/restaurant/west-house,1 star,Biddenden
fordwich arms,2019,Fordwich,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/kent/fordwich/restaurant/fordwich-arms,1 star,Fordwich
samphire,2019,Saint Helier Saint Helier,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/saint-helier/saint-helier-saint-helier/restaurant/samphire392987,1 star,Saint Helier Saint Helier
bohemia,2019,Saint Helier Saint Helier,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/saint-helier/saint-helier-saint-helier/restaurant/bohemia,1 star,Saint Helier Saint Helier
senns.restaurant,2019,Salzburg,Austria,creative,$$$$$,https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/senns-restaurant,2 stars,Salzburg
